,Unnamed: 0,BLOCK,LOT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,SALE PRICE
25863,35959,6308,68,11228,1,0,3000,2052,1930,1,1172500
25864,35964,6322,34,11228,1,0,2000,1568,1925,1,228000
25865,35966,5751,3,11219,2,0,2375,2320,1925,1,910000
25866,35967,5752,17,11219,2,0,2200,1980,1925,1,1300000
25867,35972,5754,29,11219,2,0,2000,1940,1925,1,160000
25868,35973,5754,33,11219,2,0,2000,1880,1920,1,1135000
25869,35974,5757,41,11219,2,1,2223,3580,1925,1,900000
25870,35975,5757,59,11219,2,0,2000,2500,1955,1,915000
25871,35976,5759,35,11219,2,0,4000,1840,1910,1,1380000
25872,35977,5760,16,11219,2,0,2000,2865,1960,1,1439000
25873,35980,5764,42,11219,2,0,2000,2816,1920,1,1100000
25874,35981,5764,44,11219,2,0,2000,3150,1920,1,1200000
25875,35982,5764,66,11219,2,0,4000,2588,1920,1,1400000
25876,35986,5767,56,11219,2,0,2160,2580,1925,1,900000
25877,35987,5767,56,11219,2,0,2160,2580,1925,1,650000
25878,35988,5768,12,11219,2,1,2000,2160,1920,1,824200
25879,35990,5771,56,11219,2,0,2200,1520,1915,1,1100000
25880,35992,5773,24,11219,2,0,1412,2717,1930,1,1220000
25881,35994,5775,15,11219,2,0,1875,2375,1925,1,1280000
25882,35998,5898,64,11228,2,0,2000,3210,1899,1,1310000
25883,36001,5902,9,11228,2,1,1976,3000,1930,1,1180000
25884,36002,5902,35,11228,2,0,1600,2820,1910,1,1044254
25885,36003,5903,1,11228,2,1,2000,3612,1905,1,1275000
25886,36004,5903,36,11228,2,0,2033,3300,1915,1,1250000
25887,36005,5903,38,11228,2,0,2000,3300,1915,1,1230000
25888,36007,5913,51,11228,2,0,2425,2440,1925,1,1400000
25889,36008,5914,36,11228,2,0,1717,1156,1925,1,780000
25890,36014,5935,18,11228,2,0,2000,2060,1910,1,1200000
25891,36015,5945,13,11228,2,0,2000,3540,1899,1,1255000
25892,36016,5946,23,11228,2,0,2500,2000,1925,1,1050000
25893,36021,5964,17,11228,2,0,2450,2280,1925,1,1377000
25894,36022,5964,73,11228,2,0,2450,2400,1925,1,1415000
25895,36024,5965,50,11228,2,0,2000,1440,1925,1,912500
25896,36025,5973,22,11228,2,0,2400,2400,1925,1,1380000
25897,36026,6011,13,11228,2,0,4000,2816,1925,1,1300000
25898,36027,6011,39,11228,2,0,2000,2280,1925,1,1245000
25899,36028,6038,12,11228,2,0,2450,2560,1920,1,1423888
25900,36029,6039,5,11228,2,0,2000,2288,1925,1,1148000
25901,36035,6156,59,11228,2,0,4000,2500,1925,1,1100000
25902,36039,6167,26,11228,2,0,2000,1520,1910,1,950000
25903,36045,6187,43,11228,2,0,2000,2030,1945,1,480000
25904,36046,6187,74,11228,2,0,2000,2050,1945,1,375000
25905,36049,6188,69,11228,2,0,2000,2000,1920,1,1250000
25906,36058,6210,36,11228,2,0,2000,3120,1915,1,1198900
25907,36059,6210,64,11228,2,0,2800,2360,1920,1,1300000
25908,36060,6211,13,11228,2,0,2600,2400,1920,1,1250000
25909,36065,6220,14,11228,2,0,2033,3300,1940,1,1227000
25910,36066,6220,35,11228,2,0,2500,2080,1920,1,1333000
25911,36067,6220,72,11228,2,0,2000,1800,1950,1,985000
25912,36068,6221,27,11228,2,0,1983,1440,1920,1,890000
25913,36070,6222,8,11228,2,1,1600,3000,1931,1,1200000
25914,36071,6231,55,11228,2,0,2300,2128,1930,1,1330000
25915,36072,6231,57,11228,2,0,2300,2128,1930,1,1150000
25916,36074,6233,33,11228,2,0,2417,1872,1920,1,1075000
25917,36075,6233,59,11228,2,0,2267,1561,1925,1,920000
25918,36076,6242,43,11228,2,0,4000,2640,1920,1,323330
25919,36077,6244,42,11228,2,0,2000,1512,1930,1,936000
25920,36079,6255,13,11228,2,0,2000,1920,1920,1,1120000
25921,36081,6267,33,11228,2,0,4000,2764,1920,1,1570000
25922,36082,6268,17,11228,2,0,2600,2600,1920,1,1250000
25923,36084,6280,12,11228,2,0,2000,2400,1935,1,980000
25924,36087,6290,9,11228,2,0,1940,1480,1935,1,950000
25925,36089,6292,28,11228,2,0,2450,1840,1925,1,1149500
25926,36090,6292,33,11228,2,0,2900,1840,1925,1,333333
25927,36093,6321,24,11228,2,0,2600,1782,1930,1,1750000
25928,36101,5760,49,11219,3,0,2000,3107,1960,1,1350000
25929,36102,5760,62,11219,3,0,4000,3236,1910,1,1100000
25930,36103,5764,52,11219,3,0,2000,2692,1955,1,1167000
25931,36105,5765,76,11219,3,0,3500,2560,1925,1,1510000
25932,36106,5766,54,11219,3,0,3030,3448,1980,1,1680000
25933,36107,5773,62,11219,3,0,1825,2320,1925,1,1450000
25934,36109,5880,14,11219,3,0,2467,3091,1925,1,1125000
25935,36114,5914,59,11228,3,0,2800,2999,1920,1,1230000
25936,36115,5924,30,11228,3,0,3125,2156,1905,1,1490000
25937,36122,6165,51,11228,3,0,2500,3600,1920,1,1200000
25938,36123,6176,33,11228,3,0,2550,3480,1930,1,1400000
25939,36124,6177,32,11228,3,0,2517,2320,1930,1,1300000
25940,36128,6189,21,11228,3,0,4000,2800,1930,1,1350000
25941,36130,6199,33,11228,3,0,2000,2260,1915,1,950000
25942,36131,6199,53,11228,3,0,4000,3320,1915,1,875000
25943,36137,6255,67,11228,3,0,2650,1496,1899,1,1440000
25944,36138,6256,35,11228,3,0,2267,2248,1915,1,1210000
25945,36139,6279,52,11228,3,0,2000,1800,1920,1,800000
25946,36142,6309,33,11228,3,0,3440,3744,1992,1,995000
25954,36156,5759,34,11219,6,0,2000,4800,1920,2,495000
25955,36158,5759,45,11219,6,0,2800,5400,1920,2,2050000
25956,36162,5946,27,11228,4,0,3000,2904,1935,2,1450000
25957,36166,6268,44,11228,4,0,2385,2870,1931,2,1300000
25958,36168,6280,36,11228,4,0,2544,2870,1931,2,1320000
25959,36169,6338,39,11228,4,0,2575,3450,1924,2,1200000
25963,36174,5751,48,11219,4,1,1600,4320,1931,2,1900000
25964,36177,5902,1,11228,4,4,2160,6000,1930,2,2250000
25965,36178,5902,5,11228,5,1,1881,4680,1931,2,1800000
25970,36186,6244,3,11228,1,2,2000,2775,1931,4,1430000
25971,36194,3756,130,11207,1,0,1800,1134,1990,1,425000
25972,36195,3757,69,11207,1,0,1800,1134,1990,1,323242
25973,36196,3757,69,11207,1,0,1800,1134,1990,1,340000
25974,36197,3765,122,11207,1,0,1802,1260,1999,1,413000
25975,36199,3771,105,11207,1,0,1710,1116,1999,1,350000
25976,36200,3773,107,11207,1,0,1800,1134,1992,1,386250
25977,36202,3773,140,11207,1,0,1800,1134,1992,1,471000
25978,36203,3773,140,11207,1,0,1800,1134,1992,1,295000
25979,36204,3774,110,11207,1,0,1800,1134,1990,1,435000
25980,36206,3775,125,11207,1,0,2700,1134,1990,1,430000
25981,36207,3801,5,11207,1,0,5000,1332,1997,1,426000
25982,36213,3817,140,11207,1,0,1800,1332,1999,1,370000
25983,36215,3821,137,11207,1,0,1746,1296,2000,1,420000
25984,36216,3836,148,11207,1,0,1800,1296,2000,1,400000
25985,36218,3841,38,11207,1,1,1763,2856,1930,1,380000
25986,36219,3852,129,11207,1,0,1800,1332,2001,1,410000
25987,36220,3866,122,11207,1,0,1800,1332,2000,1,55394
25988,36222,3866,154,11207,1,0,1800,1332,2000,1,307400
25989,36224,3988,13,11208,1,0,2500,972,1920,1,430000
25990,36226,3994,132,11207,1,1,2000,2720,1935,1,525000
25991,36228,4011,228,11207,1,0,1800,1132,1991,1,310000
25992,36229,4019,34,11208,1,0,1600,850,1901,1,499999
25993,36230,4022,112,11208,1,0,1800,1132,1990,1,375000
25994,36231,4023,12,11208,1,1,800,1600,1901,1,335000
25995,36232,4025,12,11207,1,0,1900,1670,1899,1,425000
25996,36234,4026,135,11207,1,0,1800,1132,1990,1,24000
25997,36235,4030,30,11207,1,1,1875,1125,1930,1,215000
25998,36236,4030,116,11207,1,0,1800,1132,1990,1,413000
25999,36237,4031,120,11207,1,0,1620,1132,1990,1,396000
26000,36239,4033,36,11208,1,0,1125,1869,2005,1,390000
26001,36243,4038,116,11208,1,0,2782,1132,1990,1,305000
26002,36244,4042,120,11207,1,0,1802,1116,1989,1,240000
26003,36246,4045,1,11207,1,0,2000,1116,1989,1,459000
26004,36247,4045,146,11207,1,0,1531,1116,1989,1,31400
26005,36248,4048,70,11207,1,0,2710,1134,1992,1,435000
26006,36250,4049,134,11208,1,0,1620,1116,2003,1,410000
26007,36251,4051,113,11208,1,0,1728,1134,1990,1,439000
26008,36252,4052,111,11208,1,0,1800,1116,1989,1,435000
26009,36253,4054,58,11208,1,0,1620,1116,1988,1,438900
26010,36254,4055,61,11208,1,0,1620,1134,1990,1,210000
26011,36256,4059,106,11207,1,0,1800,1116,1989,1,326000
26012,36257,4059,128,11207,1,0,1800,1116,1989,1,380000
26013,36258,4059,145,11207,1,0,1800,1116,1988,1,410000
26014,36260,4060,113,11207,1,0,1800,1116,1992,1,270000
26015,36262,4061,124,11207,1,0,1800,1116,1990,1,395000
26016,36263,4061,127,11207,1,0,1800,1116,1990,1,390000
26017,36264,4062,10,11207,2,0,2000,1360,1899,1,580000
26018,36266,4062,129,11207,1,0,1800,1116,1990,1,395000
26019,36267,4064,13,11207,1,0,3060,1134,1992,1,381600
26020,36269,4064,43,11208,1,0,1800,1394,1901,1,320000
26021,36270,4064,114,11207,1,0,1620,1134,1992,1,335000
26022,36271,4064,132,11208,1,0,1620,1116,1988,1,374500
26023,36272,4064,136,11208,1,0,1608,1106,1988,1,395200
26024,36274,4068,12,11208,1,0,2000,1116,1989,1,380000
26025,36275,4082,27,11208,1,0,1794,1116,1989,1,460000
26026,36277,4088,18,11207,1,1,1000,1800,1901,1,509125
26027,36278,4154,14,11208,1,0,5000,1644,1899,1,175000
26028,36279,4162,39,11208,1,0,1680,1140,1920,1,499999
26029,36280,4164,12,11208,1,0,1817,1176,1910,1,225000
26030,36282,4164,24,11208,1,0,1875,1577,1910,1,400000
26031,36283,4166,6,11208,1,0,2438,1312,1910,1,480000
26032,36284,4168,27,11208,1,0,2469,1371,1930,1,220000
26033,36286,4192,30,11208,1,0,2000,1704,1899,1,280000
26034,36287,4197,23,11208,1,0,3600,1504,1930,1,450000
26035,36288,4198,13,11208,1,1,2000,2000,1920,1,483000
26036,36289,4201,20,11208,1,1,2500,1400,1925,1,535000
26037,36290,4209,24,11208,1,0,2000,1065,1920,1,152000
26038,36298,4245,28,11208,1,0,2000,1008,1910,1,41500
26039,36300,4257,38,11208,1,0,6000,960,1960,1,900000
26040,36302,4274,14,11208,1,0,2000,1540,1910,1,379000
26041,36304,4284,37,11208,1,0,1800,2214,1960,1,313500
26042,36305,4284,53,11208,1,0,1700,720,1910,1,330000
26043,36307,4297,67,11207,1,0,2000,1580,1899,1,618000
26044,36308,4297,67,11207,1,0,2000,1580,1899,1,325000
26045,36309,4297,77,11207,1,0,2033,1580,1899,1,250000
26046,36310,4299,32,11207,1,0,1853,1444,1925,1,449000
26047,36311,4300,22,11207,1,0,1583,1056,1920,1,375000
26048,36312,4300,27,11207,1,0,1583,1026,1920,1,441800
26049,36314,4301,55,11207,1,0,1600,1344,1920,1,470000
26050,36315,4301,69,11207,1,0,1600,1176,1920,1,387000
26051,36316,4301,71,11207,1,0,1600,1402,1920,1,230000
26052,36318,4307,26,11207,1,0,3138,1600,1920,1,495000
26053,36319,4309,45,11207,1,0,2000,1300,1925,1,440000
26054,36321,4318,112,11207,1,0,1710,1330,2001,1,375000
26055,36322,4320,23,11207,1,0,2000,1560,1920,1,285000
26056,36324,4332,23,11207,1,0,1792,1258,1960,1,180000
26057,36326,4333,48,11207,1,0,2000,1036,1925,1,328600
26058,36327,4381,21,11208,1,0,1800,1224,1960,1,230000
26059,36328,4419,25,11207,1,0,1440,1088,1960,1,380000
26060,36330,4421,30,11207,1,0,2430,1088,1960,1,475000
26061,36332,4456,35,11208,1,0,4000,1200,1920,1,550000
26062,36334,4461,116,11208,1,0,1800,1296,1960,1,402000
26063,36336,4479,16,11208,1,0,2000,1664,1920,1,610000
26064,36337,4502,51,11208,1,0,2500,1304,1920,1,305000
26065,36338,4506,42,11208,1,0,3000,680,1925,1,265000
26066,36339,4531,12,11208,1,0,2000,675,1925,1,340000
26067,36341,4549,2,11208,1,0,1900,1015,1920,1,420000
26068,36342,4565,90,11208,1,0,1980,900,1930,1,10000
26069,36343,3690,25,11207,2,0,2500,1815,1910,1,740597
26070,36344,3705,34,11207,2,0,1725,1148,1901,1,253500
26071,36345,3705,42,11207,2,1,2865,2584,2000,1,630000
26072,36347,3706,23,11207,2,0,1520,1610,1901,1,656000
26073,36348,3720,26,11207,2,0,2500,2200,1930,1,369000
26074,36349,3722,1,11207,2,0,2500,1688,1910,1,580000
26075,36350,3722,1,11207,2,0,2500,1688,1910,1,350000
26076,36352,3722,1,11207,2,0,2500,1688,1910,1,270000
26077,36353,3722,26,11207,2,0,1875,1880,1901,1,320000
26078,36354,3724,6,11207,2,0,2233,1650,1910,1,670161
26079,36355,3724,15,11207,2,0,2500,1120,1910,1,528000
26080,36356,3738,5,11207,2,0,1620,2000,1910,1,466369
26081,36358,3738,5,11207,2,0,1620,2000,1910,1,779899
26082,36360,3742,3,11207,2,0,2000,2000,1930,1,649000
26083,36362,3752,40,11207,2,1,1360,2820,1935,1,700000
26084,36363,3753,39,11207,2,1,1324,3042,1935,1,350000
26085,36364,3755,14,11207,2,0,1900,950,1899,1,600000
26086,36365,3756,9,11207,2,0,2000,2000,1910,1,735000
26087,36366,3756,9,11207,2,0,2000,2000,1910,1,330000
26088,36368,3757,36,11207,2,0,2000,2000,1910,1,695000
26089,36369,3758,20,11207,2,0,1800,2268,1901,1,485000
26090,36370,3758,27,11207,2,0,3000,2039,1930,1,420000
26091,36371,3758,38,11207,2,0,1900,2850,1901,1,275000
26092,36372,3758,40,11207,2,0,1900,1900,1901,1,55000
26093,36373,3759,15,11207,2,0,2000,2080,1930,1,300000
26094,36374,3765,125,11207,2,0,1800,2700,1930,1,325000
26095,36377,3776,20,11207,2,0,2000,1880,1930,1,506255
26096,36378,3776,26,11207,2,0,910,1959,1925,1,80000
26097,36379,3776,26,11207,2,0,910,1959,1925,1,30000
26098,36380,3776,40,11207,2,0,2000,1880,1930,1,665000
26099,36381,3776,40,11207,2,0,2000,1880,1930,1,411000
26100,36382,3791,15,11207,2,0,2000,2000,1910,1,317700
26101,36383,3792,42,11207,2,0,2000,1520,1901,1,280000
26102,36384,3805,31,11207,2,0,3000,2240,1910,1,460000
26103,36385,3806,6,11207,2,0,2000,2700,1901,1,262300
26104,36387,3808,49,11207,2,0,2000,2760,2005,1,430000
26105,36388,3810,21,11207,2,0,2033,2605,1910,1,745000
26106,36390,3821,14,11207,2,0,2340,2000,1910,1,550000
26107,36391,3821,14,11207,2,0,2340,2000,1910,1,950000
26108,36392,3821,15,11207,2,0,2340,2000,1910,1,550000
26109,36394,3821,46,11207,2,0,2730,2000,1910,1,600000
26110,36395,3822,44,11207,2,0,2383,2400,1910,1,790000
26111,36396,3822,45,11207,2,0,2400,2400,1910,1,551891
26112,36399,3827,28,11207,2,1,1600,4320,2007,1,703100
26113,36400,3833,48,11207,2,0,2325,2080,1901,1,200000
26114,36401,3834,1,11207,2,0,2700,2160,1910,1,425000
26115,36403,3834,37,11207,2,0,2250,1672,1901,1,261250
26116,36404,3839,11,11207,2,0,2375,2200,1910,1,570000
26117,36405,3851,8,11207,2,0,2200,1760,1910,1,640000
26118,36406,3865,57,11207,2,0,2100,1760,1910,1,635000
26119,36410,3961,29,11207,2,0,2500,1716,1901,1,650000
26120,36413,3976,50,11208,2,0,1667,1536,1910,1,625000
26121,36414,3977,26,11207,2,0,2500,1602,1910,1,790000
26122,36415,3978,9,11207,2,0,2525,1468,1910,1,580000
26123,36418,3978,31,11207,2,0,2500,1200,1899,1,380000
26124,36419,3979,3,11207,2,0,1875,1080,1910,1,425000
26125,36420,3979,5,11207,2,0,2500,1120,1910,1,498200
26126,36421,3979,6,11207,2,0,5000,1824,1910,1,649000
26127,36422,3979,25,11207,2,0,2500,1410,1910,1,250000
26128,36423,3980,34,11207,2,0,1875,2250,2006,1,650000
26129,36425,3982,13,11207,2,0,2500,1600,1910,1,530000
26130,36426,3982,17,11207,2,0,2500,1540,1901,1,400000
26131,36431,3988,7,11208,2,0,1783,1666,1910,1,700000
26132,36432,3991,7,11208,2,0,2500,2500,1935,1,499500
26133,36434,3999,8,11207,2,0,2790,1514,1899,1,460000
26134,36435,4002,23,11208,2,0,1800,2400,2003,1,300000
26135,36436,4003,6,11208,2,0,2217,1296,1901,1,700000
26136,36437,4004,9,11208,2,0,2500,2310,1910,1,391000
26137,36438,4006,6,11208,2,0,1833,1620,1910,1,620000
26138,36439,4007,1,11208,2,0,1917,1748,1930,1,300000
26139,36440,4007,1,11208,2,0,1917,1748,1930,1,401397
26140,36441,4007,8,11208,2,0,1900,1292,1930,1,740000
26141,36442,4008,11,11208,2,0,2000,1400,1930,1,30000
26142,36444,4010,11,11207,2,0,1875,2448,1901,1,525000
26143,36445,4010,27,11207,2,0,2000,1800,1901,1,310000
26144,36446,4012,9,11207,2,0,2500,1560,1901,1,340000
26145,36447,4012,22,11207,2,0,2000,2880,1901,1,750000
26146,36448,4012,22,11207,2,0,2000,2880,1901,1,410000
26147,36449,4012,22,11207,2,0,2000,2880,1901,1,120000
26148,36450,4012,22,11207,2,0,2000,2880,1901,1,95000
26149,36451,4013,9,11207,2,0,1396,3186,2006,1,450000
26150,36452,4014,20,11207,2,0,2500,3040,1910,1,657000
26151,36453,4017,28,11208,2,0,1660,2048,1899,1,311000
26152,36454,4018,21,11208,2,0,2250,1140,1901,1,119000
26153,36455,4019,6,11208,2,0,2000,1928,1901,1,303000
26154,36457,4021,1,11208,2,0,2560,2598,2000,1,440000
26155,36458,4021,48,11208,2,0,2000,3084,1901,1,790000
26156,36459,4023,32,11208,2,0,2000,1904,1930,1,150000
26157,36460,4024,5,11208,2,0,2000,1472,1901,1,710000
26158,36461,4024,5,11208,2,0,2000,1472,1901,1,400000
26159,36462,4024,5,11208,2,0,2000,1472,1901,1,165000
26160,36463,4024,30,11208,2,0,2000,1680,1920,1,390000
26161,36464,4025,18,11207,2,0,1900,1440,1901,1,730000
26162,36466,4025,35,11207,2,0,1710,2538,2004,1,390000
26163,36468,4032,10,11207,2,0,1800,2980,2003,1,560000
26164,36470,4035,28,11208,2,0,3038,2200,1920,1,750000
26165,36471,4038,27,11208,2,0,2000,1838,1899,1,715000
26166,36474,4040,33,11208,2,0,2900,2490,1999,1,415000
26167,36475,4041,9,11207,2,0,1900,1880,1930,1,700000
26168,36476,4041,23,11207,2,0,1900,1960,1930,1,20000
26169,36477,4041,35,11207,2,0,1900,2000,1920,1,755000
26170,36478,4041,35,11207,2,0,1900,2000,1920,1,370000
26171,36479,4041,36,11207,2,0,1900,2000,1920,1,760000
26172,36480,4041,44,11207,2,0,1900,2000,1930,1,750000
26173,36482,4042,123,11207,2,0,1802,1116,1989,1,323569
26174,36483,4046,119,11207,2,0,1595,2000,1901,1,490000
26175,36484,4050,15,11208,2,0,1800,2048,1901,1,530000
26176,36485,4052,27,11208,2,0,2700,2420,1901,1,430000
26177,36486,4053,26,11208,2,0,1600,2080,1901,1,257500
26178,36487,4054,18,11208,2,0,1600,2048,1901,1,700000
26179,36489,4056,27,11208,2,0,1080,1232,1901,1,335000
26180,36490,4057,3,11207,2,0,2438,2560,1901,1,685000
26181,36491,4057,3,11207,2,0,2438,2560,1901,1,450000
26182,36493,4057,15,11207,2,0,2312,2360,1901,1,450000
26183,36494,4061,8,11207,2,0,2000,1440,1910,1,750000
26184,36495,4061,8,11207,2,0,2000,1440,1910,1,350000
26185,36496,4061,8,11207,2,0,2000,1440,1910,1,250000
26186,36497,4062,9,11207,2,0,2000,1472,1901,1,727000
26187,36498,4062,9,11207,2,0,2000,1472,1901,1,45000
26188,36499,4062,36,11207,2,0,2000,1810,1920,1,400000
26189,36500,4062,38,11207,2,0,2000,1810,1920,1,380000
26190,36502,4064,40,11208,2,0,1800,1394,1901,1,400000
26191,36503,4064,41,11208,2,0,1800,1394,1901,1,400000
26192,36505,4065,33,11208,2,0,1768,1292,1901,1,550000
26193,36506,4066,41,11208,2,0,1833,1800,1901,1,319460
26194,36507,4070,50,11208,2,0,1800,2000,1910,1,425000
26195,36508,4070,50,11208,2,0,1800,2000,1910,1,335000
26196,36509,4071,30,11208,2,1,1400,3000,1930,1,34500
26197,36510,4071,33,11208,2,0,2000,2000,1901,1,740000
26198,36511,4071,33,11208,2,0,2000,2000,1901,1,425000
26199,36512,4071,38,11208,2,0,2000,1920,2003,1,20000
26200,36513,4071,38,11208,2,0,2000,1920,2003,1,549584
26201,36514,4071,39,11208,2,0,2000,3000,1901,1,289000
26202,36515,4071,45,11208,2,0,2000,3000,1901,1,775000
26203,36516,4071,45,11208,2,0,2000,3000,1901,1,442500
26204,36518,4073,24,11207,2,0,2375,3840,1920,1,699000
26205,36519,4074,32,11207,2,0,2000,2000,1901,1,750000
26206,36520,4074,32,11207,2,0,2000,2000,1901,1,155000
26207,36522,4077,55,11207,2,0,800,1320,1901,1,277000
26208,36523,4078,25,11207,2,0,1705,2331,2007,1,650000
26209,36524,4078,26,11207,2,0,1395,2325,2007,1,757000
26210,36525,4078,26,11207,2,0,1395,2325,2007,1,390000
26211,36527,4079,50,11207,2,0,1800,1568,1901,1,680000
26212,36529,4080,9,11207,2,0,1710,1786,1901,1,665000
26213,36530,4084,12,11208,2,0,3053,2200,1986,1,175000
26214,36532,4088,8,11207,2,0,2000,2976,1930,1,350000
26215,36533,4088,21,11207,2,0,2700,2080,1901,1,470000
26216,36534,4089,5,11207,2,0,2167,2688,2003,1,100000
26217,36535,4153,146,11208,2,0,3050,2252,2005,1,775000
26218,36537,4154,26,11208,2,0,2500,1684,1910,1,375000
26219,36538,4154,67,11208,2,0,1800,1536,1899,1,175000
26220,36539,4154,68,11208,2,0,1800,1512,1899,1,189000
26221,36540,4154,79,11208,2,0,1867,1620,1899,1,700000
26222,36541,4157,4,11208,2,0,1605,1434,1910,1,650000
26223,36542,4157,7,11208,2,0,1605,1190,1910,1,496250
26224,36543,4157,65,11208,2,0,1840,1800,1920,1,24000
26225,36546,4165,5,11208,2,0,1820,1408,1920,1,407300
26226,36547,4166,8,11208,2,0,2000,2060,1910,1,414038
26227,36549,4168,15,11208,2,0,5000,1276,1910,1,470000
26228,36550,4169,22,11208,2,0,2392,2886,2002,1,253000
26229,36551,4170,1,11208,2,1,1700,3120,1910,1,505000
26230,36552,4172,2,11208,2,0,2042,2000,1910,1,560000
26231,36553,4172,27,11208,2,0,4083,1385,1910,1,315000
26232,36554,4172,74,11208,2,0,1800,2080,1910,1,600000
26233,36555,4173,30,11208,2,0,2277,1998,1920,1,535000
26234,36556,4173,42,11208,2,0,2702,1936,1920,1,675000
26235,36557,4173,58,11208,2,0,2502,2440,1920,1,710000
26236,36559,4175,50,11208,2,0,2302,1720,1910,1,563750
26237,36560,4175,75,11208,2,0,2002,1400,1910,1,686600
26238,36562,4178,16,11208,2,0,2368,1616,1910,1,380000
26239,36563,4178,16,11208,2,0,2368,1616,1910,1,339690
26240,36564,4178,34,11208,2,0,2190,1262,1910,1,575000
26241,36566,4178,42,11208,2,0,2130,1130,1910,1,212000
26242,36568,4179,40,11208,2,0,2000,2136,1910,1,650000
26243,36569,4180,9,11208,2,0,2552,1684,1910,1,207000
26244,36570,4182,54,11208,2,0,2627,1515,1910,1,480000
26245,36571,4183,10,11208,2,0,2002,2200,1910,1,20000
26246,36573,4184,62,11208,2,1,2252,3300,1920,1,775000
26247,36574,4185,16,11208,2,0,1983,2024,1905,1,625000
26248,36575,4185,19,11208,2,0,1983,2024,1905,1,650000
26249,36577,4185,22,11208,2,0,2000,2128,1905,1,625000
26250,36578,4185,44,11208,2,0,2375,2096,1930,1,750000
26251,36579,4185,45,11208,2,0,2408,2096,1930,1,470000
26252,36581,4192,5,11208,2,0,2000,2040,2004,1,425000
26253,36582,4192,6,11208,2,0,2000,1390,1899,1,320000
26254,36583,4192,34,11208,2,0,2000,2400,1899,1,626908
26255,36584,4192,37,11208,2,0,2000,1600,1899,1,195000
26256,36586,4194,110,11208,2,0,1759,2436,2005,1,302000
26257,36589,4206,14,11208,2,0,2010,1316,1920,1,625000
26258,36590,4206,15,11208,2,0,2010,1760,1920,1,625000
26259,36591,4207,41,11208,2,0,2674,2080,1950,1,800000
26260,36592,4208,36,11208,2,0,2000,1800,1920,1,650000
26261,36593,4209,6,11208,2,0,2000,1266,1920,1,430000
26262,36594,4209,35,11208,2,0,1653,2130,2005,1,735000
26263,36595,4209,36,11208,2,0,1249,2130,2005,1,640000
26264,36598,4210,25,11208,2,0,2000,2430,1920,1,300000
26265,36599,4211,7,11208,2,0,2000,1720,1899,1,402000
26266,36600,4211,11,11208,2,0,3000,1729,1899,1,545000
26267,36602,4211,31,11208,2,0,2000,1240,1910,1,475000
26268,36603,4212,34,11208,2,0,1428,1575,1920,1,629000
26269,36604,4212,35,11208,2,0,1746,2663,2016,1,775000
26270,36605,4212,39,11208,2,1,1975,3952,1901,1,475000
26271,36606,4216,18,11208,2,0,1520,1716,1910,1,425000
26272,36607,4216,18,11208,2,0,1520,1716,1910,1,450000
26273,36608,4217,12,11208,2,0,1965,1840,1910,1,590000
26274,36609,4217,28,11208,2,0,2000,1520,1910,1,523000
26275,36611,4225,24,11208,2,0,2500,2248,1930,1,460000
26276,36613,4229,3,11208,2,0,1667,1280,1930,1,350000
26277,36614,4229,13,11208,2,0,1667,1280,1930,1,655000
26278,36615,4230,36,11208,2,0,2500,1496,1930,1,685000
26279,36619,4234,30,11208,2,0,2000,2128,1910,1,790000
26280,36620,4234,38,11208,2,0,2325,1672,1930,1,425880
26281,36621,4236,32,11208,2,0,2000,2080,2006,1,498888
26282,36622,4236,42,11208,2,0,1800,1800,1930,1,659111
26283,36623,4240,7,11208,2,0,2150,2100,1920,1,650000
26284,36624,4245,14,11208,2,0,2000,2860,2004,1,580000
26285,36625,4247,1,11208,2,1,1725,2835,2007,1,640000
26286,36626,4247,2,11208,2,1,1725,2834,2007,1,640000
26287,36629,4249,92,11208,2,0,1587,1840,1930,1,410670
26288,36632,4252,38,11208,2,0,2835,3240,1910,1,645000
26289,36633,4262,23,11208,2,0,2250,2280,1910,1,675000
26290,36634,4262,24,11208,2,0,2250,2280,1910,1,475000
26291,36635,4262,25,11208,2,0,2250,3420,1910,1,40000
26292,36636,4263,17,11208,2,0,2500,1900,1910,1,740000
26293,36638,4266,35,11208,2,0,2000,2120,1910,1,424000
26294,36639,4266,48,11208,2,0,2000,2120,1910,1,370000
26295,36640,4267,6,11208,2,0,2000,2120,1910,1,380000
26296,36642,4274,1,11208,2,0,6000,1440,1910,1,300000
26297,36644,4275,6,11208,2,0,6600,1816,1925,1,565000
26298,36646,4276,1,11208,2,0,3907,2420,1930,1,650000
26299,36647,4277,27,11208,2,0,2300,2505,2009,1,545000
26300,36648,4283,31,11208,2,0,2255,1544,1950,1,460000
26301,36653,4290,11,11208,2,0,2000,1720,1920,1,655000
26302,36655,4290,50,11208,2,0,3000,3360,1960,1,349184
26303,36656,4291,19,11208,2,0,8000,1292,1920,1,294000
26304,36657,4295,71,11207,2,0,2000,2790,1899,1,280000
